\begin{table}
\begin{tabular}{ccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
UDS & 8297 & 10.9385197252 & 1.833 & 5.2800002 & 0.1 & 11.77 & 0.299 & 0.0031 & 42.8441066595 & 45.3513965617 & 2.00460907546 & 43.1531521576 & 44.691440197 & -1.10752062682 \\
COS & 3379 & 8.94917 & 1.834 & 5.28 & 0.9 & 10.89 & 0.062 & 0.5031 & 44.174399283 & 44.1690139624 & 0.822226476212 & 43.6041213569 & 45.2551516962 & -0.543809127611 \\
EGS & 21565 & 10.8533 & 1.835 & 3.5 & 0.3 & 11.94 & 0.242 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 \\
EGS & 5664 & 9.6662 & 1.835 & 4.62 & 0.2 & 11.72 & 0.039 & 0.0194 & 43.5905466956 & 45.2942368546 & 1.94744936838 & 43.4061953298 & 45.0077441623 & -0.791216661519 \\
UDS & 26854 & 10.7528164312 & 1.836 & 4.6199999 & 0.2 & 11.48 & 0.215 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 \\
GDS & 14263 & 10.4 & 1.8361 & 3.96 & 0.2 & 11.29 & 0.119 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 \\
GDS & 20715 & 10.44 & 1.838 & 4.62 & 0.2 & 10.94 & 0.044 & 0.0194 & 42.8105466956 & 44.5142368546 & 1.16744936838 & 43.1417753298 & 44.6772191623 & -1.12174166152 \\
UDS & 25632 & 10.6946051989 & 1.838 & 7.2600002 & 0.4 & 11.39 & 0.13 & 0.0916 & 43.9346404394 & 44.9310220912 & 1.58423460501 & 43.5228431089 & 45.1535538862 & -0.645406937611 \\
UDS & 22885 & 10.8733206018 & 1.838 & 3.5 & 0.2 & 11.24 & 0.117 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
EGS & 15709 & 9.96403 & 1.839 & 5.28 & 0.2 & 11.15 & 0.07 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 \\
COS & 7351 & 10.7915 & 1.839 & 3.5 & 0.5 & 11.78 & 0.215 & 0.1475 & 44.531536986 & 45.2934393534 & 1.94665186713 & 43.7251910383 & 45.4064887978 & -0.392472025969 \\
EGS & 17537 & 10.7283 & 1.839 & 5.28 & 0.2 & 11.7 & 0.278 & 0.0194 & 43.5705466956 & 45.2742368546 & 1.92744936838 & 43.3994153298 & 44.9992691623 & -0.799691661519 \\
EGS & 11375 & 9.7703 & 1.841 & 5.28 & 0.2 & 11.41 & 0.027 & 0.0194 & 43.2805466956 & 44.9842368546 & 1.63744936838 & 43.3011053298 & 44.8763816623 & -0.922579161519 \\
GDS & 17397 & 10.93 & 1.841 & 5.28 & 0.2 & 11.46 & 0.19 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 \\
GDS & 19837 & 9.72 & 1.8419 & 4.62 & 0.2 & 10.6 & 0.025 & 0.0194 & 42.4705466956 & 44.1742368546 & 0.827449368377 & 43.0265153298 & 44.5331441623 & -1.26581666152 \\
EGS & 30763 & 10.0986 & 1.842 & 5.28 & 0.2 & 11.03 & 0.067 & 0.0194 & 42.9005466956 & 44.6042368546 & 1.25744936838 & 43.1722853298 & 44.7153566623 & -1.08360416152 \\
UDS & 23157 & 10.7795964913 & 1.843 & 4.6199999 & 0.3 & 11.84 & 0.29 & 0.0489 & 44.1120538248 & 45.4009711474 & 2.05418366114 & 43.5829862466 & 45.2287328083 & -0.570228015524 \\
EGS & 1089 & 9.0 & 1.844 & 4.62 & 0.2 & 10.6 & 0.026 & 0.0194 & 42.4705466956 & 44.1742368546 & 0.827449368377 & 43.0265153298 & 44.5331441623 & -1.26581666152 \\
EGS & 27095 & 10.2232 & 1.844 & 6.6 & 0.1 & 11.92 & 0.224 & 0.0031 & 42.9941066595 & 45.5013965617 & 2.15460907546 & 43.2040021576 & 44.755002697 & -1.04395812682 \\
GDS & 2423 & 10.55 & 1.846 & 4.62 & 0.3 & 12.12 & 0.241 & 0.0489 & 44.3920538248 & 45.6809711474 & 2.33418366114 & 43.6779062466 & 45.3473828083 & -0.451578015524 \\
EGS & 30125 & 9.98001 & 1.848 & 5.94 & 0.1 & 11.64 & 0.045 & 0.0031 & 42.7141066595 & 45.2213965617 & 1.87460907546 & 43.1090821576 & 44.636352697 & -1.16260812682 \\
UDS & 13972 & 10.0253058653 & 1.848 & 5.9400001 & 0.2 & 11.24 & 0.094 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
EGS & 498 & 10.3545 & 1.849 & 4.62 & 0.3 & 10.7 & 0.027 & 0.0489 & 42.9720538248 & 44.2609711474 & 0.914183661141 & 43.1965262466 & 44.7456578083 & -1.05330301552 \\
GDS & 18801 & 11.19 & 1.849 & 10.56 & 0.1 & 11.66 & 0.078 & 0.0031 & 42.7341066595 & 45.2413965617 & 1.89460907546 & 43.1158621576 & 44.644827697 & -1.15413312682 \\
GDS & 19629 & 10.06 & 1.85 & 5.28 & 0.2 & 10.89 & 0.041 & 0.0194 & 42.7605466956 & 44.4642368546 & 1.11744936838 & 43.1248253298 & 44.6560316623 & -1.14292916152 \\
COS & 3000 & 10.9548 & 1.851 & 5.28 & 0.2 & 11.22 & 0.236 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 \\
EGS & 19406 & 10.1134 & 1.851 & 4.62 & 0.2 & 11.21 & 0.076 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 \\
EGS & 14530 & 9.82277 & 1.851 & 4.62 & 0.2 & 10.61 & 0.026 & 0.0194 & 42.4805466956 & 44.1842368546 & 0.837449368377 & 43.0299053298 & 44.5373816623 & -1.26157916152 \\
EGS & 2381 & 9.84489 & 1.853 & 4.62 & 0.2 & 11.12 & 0.069 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 \\
EGS & 24463 & 11.0487 & 1.853 & 5.28 & 0.2 & 11.35 & 0.151 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 \\
GDS & 21603 & 9.67 & 1.854 & 6.6 & 0.2 & 10.63 & 0.021 & 0.0194 & 42.5005466956 & 44.2042368546 & 0.857449368377 & 43.0366853298 & 44.5458566623 & -1.25310416152 \\
EGS & 1960 & 9.98915 & 1.855 & 5.28 & 0.2 & 11.82 & 0.048 & 0.0194 & 43.6905466956 & 45.3942368546 & 2.04744936838 & 43.4400953298 & 45.0501191623 & -0.748841661519 \\
UDS & 26137 & 11.0863598307 & 1.855 & 4.6199999 & 0.2 & 11.84 & 0.101 & 0.0194 & 43.7105466956 & 45.4142368546 & 2.06744936838 & 43.4468753298 & 45.0585941623 & -0.740366661519 \\
COS & 25915 & 10.0597 & 1.855 & 5.94 & 0.2 & 11.16 & 0.091 & 0.0194 & 43.0305466956 & 44.7342368546 & 1.38744936838 & 43.2163553298 & 44.7704441623 & -1.02851666152 \\
UDS & 14916 & 10.5587085705 & 1.856 & 5.2800002 & 0.3 & 11.51 & 0.12 & 0.0489 & 43.7820538248 & 45.0709711474 & 1.72418366114 & 43.4711162466 & 45.0888953083 & -0.710065515524 \\
EGS & 23888 & 10.8622 & 1.856 & 4.62 & 0.3 & 11.61 & 0.091 & 0.0489 & 43.8820538248 & 45.1709711474 & 1.82418366114 & 43.5050162466 & 45.1312703083 & -0.667690515524 \\
EGS & 10276 & 9.98706 & 1.857 & 5.94 & 0.3 & 11.73 & 0.077 & 0.0489 & 44.0020538248 & 45.2909711474 & 1.94418366114 & 43.5456962466 & 45.1821203083 & -0.616840515524 \\
EGS & 10631 & 10.0793 & 1.857 & 5.94 & 0.4 & 11.12 & 0.069 & 0.0916 & 43.6646404394 & 44.6610220912 & 1.31423460501 & 43.4313131089 & 45.0391413862 & -0.759819437611 \\
EGS & 11164 & 10.3076 & 1.859 & 7.26 & 0.3 & 10.8 & 0.034 & 0.0489 & 43.0720538248 & 44.3609711474 & 1.01418366114 & 43.2304262466 & 44.7880328083 & -1.01092801552 \\
EGS & 24668 & 10.1936 & 1.859 & 4.62 & 0.2 & 11.71 & 0.119 & 0.0194 & 43.5805466956 & 45.2842368546 & 1.93744936838 & 43.4028053298 & 45.0035066623 & -0.795454161519 \\
UDS & 13994 & 10.1398790864 & 1.859 & 4.6199999 & 0.2 & 11.46 & 0.162 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 \\
EGS & 13846 & 10.8048 & 1.86 & 5.94 & 0.5 & 12.07 & 0.341 & 0.1475 & 44.821536986 & 45.5834393534 & 2.23665186713 & 43.8235010383 & 45.5293762978 & -0.269584525969 \\
UDS & 9655 & 10.3364597338 & 1.86 & 5.2800002 & 0.9 & 11.43 & 0.215 & 0.5031 & 44.714399283 & 44.7090139624 & 1.36222647621 & 43.7871813569 & 45.4839766962 & -0.314984127611 \\
EGS & 25283 & 10.4726 & 1.862 & 7.26 & 0.3 & 11.94 & 0.159 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 \\
EGS & 483 & 10.3901 & 1.862 & 5.28 & 0.2 & 10.98 & 0.06 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 \\
GDS & 15379 & 9.89 & 1.862 & 5.28 & 0.1 & 10.72 & 0.031 & 0.0031 & 41.7941066595 & 44.3013965617 & 0.954609075465 & 42.7972021576 & 44.246502697 & -1.55245812682 \\
EGS & 695 & 11.0175 & 1.862 & 5.94 & 0.2 & 11.89 & 0.429 & 0.0194 & 43.7605466956 & 45.4642368546 & 2.11744936838 & 43.4638253298 & 45.0797816623 & -0.719179161519 \\
GDS & 24644 & 10.53 & 1.862 & 6.6 & 0.4 & 10.9 & 0.048 & 0.0916 & 43.4446404394 & 44.4410220912 & 1.09423460501 & 43.3567331089 & 44.9459163862 & -0.853044437611 \\
COS & 24220 & 10.5765 & 1.863 & 7.26 & 0.2 & 11.07 & 0.073 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 \\
EGS & 65 & 9.93375 & 1.863 & 7.26 & 0.2 & 10.69 & 0.032 & 0.0194 & 42.5605466956 & 44.2642368546 & 0.917449368377 & 43.0570253298 & 44.5712816623 & -1.22767916152 \\
COS & 24663 & 10.015 & 1.863 & 5.28 & 0.2 & 11.12 & 0.065 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 \\
UDS & 25465 & 10.1846914308 & 1.863 & 6.5999999 & 0.2 & 11.28 & 0.105 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
GDS & 25810 & 10.59 & 1.863 & 5.28 & 0.3 & 12.05 & 0.294 & 0.0489 & 44.3220538248 & 45.6109711474 & 2.26418366114 & 43.6541762466 & 45.3177203083 & -0.481240515524 \\
EGS & 9101 & 10.6448 & 1.866 & 5.28 & 0.5 & 11.73 & 0.208 & 0.1475 & 44.481536986 & 45.2434393534 & 1.89665186713 & 43.7082410383 & 45.3853012978 & -0.413659525969 \\
COS & 10889 & 10.0705 & 1.867 & 4.62 & 0.2 & 11.25 & 0.109 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 \\
EGS & 30436 & 10.1447 & 1.868 & 5.28 & 0.2 & 11.0 & 0.055 & 0.0194 & 42.8705466956 & 44.5742368546 & 1.22744936838 & 43.1621153298 & 44.7026441623 & -1.09631666152 \\
EGS & 20266 & 10.2747 & 1.868 & 4.62 & 0.2 & 11.86 & 0.174 & 0.0194 & 43.7305466956 & 45.4342368546 & 2.08744936838 & 43.4536553298 & 45.0670691623 & -0.731891661519 \\
COS & 214 & 10.6824 & 1.868 & 6.6 & 0.2 & 11.18 & 0.087 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
COS & 4477 & 9.36923 & 1.869 & 3.5 & 0.3 & 10.98 & 0.078 & 0.0489 & 43.2520538248 & 44.5409711474 & 1.19418366114 & 43.2914462466 & 44.8643078083 & -0.934653015524 \\
EGS & 8912 & 10.8869 & 1.87 & 4.62 & 0.2 & 12.25 & 0.294 & 0.0194 & 44.1205466956 & 45.8242368546 & 2.47744936838 & 43.5858653298 & 45.2323316623 & -0.566629161519 \\
EGS & 15371 & 10.5105 & 1.87 & 5.28 & 0.2 & 11.75 & 0.297 & 0.0194 & 43.6205466956 & 45.3242368546 & 1.97744936838 & 43.4163653298 & 45.0204566623 & -0.778504161519 \\
UDS & 1698 & 10.096910013 & 1.87 & 4.6199999 & 0.2 & 11.7 & 0.267 & 0.0194 & 43.5705466956 & 45.2742368546 & 1.92744936838 & 43.3994153298 & 44.9992691623 & -0.799691661519 \\
COS & 23613 & 10.6516 & 1.87 & 9.9 & 0.3 & 11.9 & 0.167 & 0.0489 & 44.1720538248 & 45.4609711474 & 2.11418366114 & 43.6033262466 & 45.2541578083 & -0.544803015524 \\
UDS & 18394 & 10.198657087 & 1.87 & 5.9400001 & 0.5 & 11.49 & 0.094 & 0.1475 & 44.241536986 & 45.0034393534 & 1.65665186713 & 43.6268810383 & 45.2836012978 & -0.515359525969 \\
COS & 22684 & 10.9314 & 1.87 & 5.28 & 0.9 & 11.43 & 0.308 & 0.5031 & 44.714399283 & 44.7090139624 & 1.36222647621 & 43.7871813569 & 45.4839766962 & -0.314984127611 \\
UDS & 20890 & 10.8463371121 & 1.871 & 5.2800002 & 0.2 & 11.85 & 0.239 & 0.0194 & 43.7205466956 & 45.4242368546 & 2.07744936838 & 43.4502653298 & 45.0628316623 & -0.736129161519 \\
EGS & 31416 & 10.2985 & 1.871 & 4.62 & 0.2 & 11.45 & 0.134 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
EGS & 14934 & 10.4728 & 1.872 & 7.26 & 0.4 & 11.1 & 0.065 & 0.0916 & 43.6446404394 & 44.6410220912 & 1.29423460501 & 43.4245331089 & 45.0306663862 & -0.768294437611 \\
UDS & 2808 & 10.3364597338 & 1.875 & 5.9400001 & 0.8 & 11.31 & 0.168 & 0.3944 & 44.488681872 & 44.6749308322 & 1.32814334596 & 43.7106631546 & 45.3883289432 & -0.410631880546 \\
UDS & 5459 & 10.7839035793 & 1.875 & 6.5999999 & 0.4 & 11.25 & 0.18 & 0.0916 & 43.7946404394 & 44.7910220912 & 1.44423460501 & 43.4753831089 & 45.0942288862 & -0.704731937611 \\
GDS & 18509 & 9.73 & 1.8761 & 4.62 & 0.5 & 11.44 & 0.052 & 0.1475 & 44.191536986 & 44.9534393534 & 1.60665186713 & 43.6099310383 & 45.2624137978 & -0.536547025969 \\
GDS & 19549 & 9.55 & 1.8765 & 4.62 & 0.4 & 10.87 & 0.032 & 0.0916 & 43.4146404394 & 44.4110220912 & 1.06423460501 & 43.3465631089 & 44.9332038862 & -0.865756937611 \\
EGS & 7197 & 10.1588 & 1.878 & 5.94 & 0.2 & 11.0 & 0.057 & 0.0194 & 42.8705466956 & 44.5742368546 & 1.22744936838 & 43.1621153298 & 44.7026441623 & -1.09631666152 \\
COS & 9180 & 10.8225 & 1.88 & 5.94 & 0.2 & 11.48 & 0.212 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 \\
COS & 20311 & 10.1827 & 1.88 & 5.94 & 0.3 & 11.23 & 0.092 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 \\
GDS & 10493 & 10.46 & 1.88 & 5.28 & 0.3 & 11.46 & 0.239 & 0.0489 & 43.7320538248 & 45.0209711474 & 1.67418366114 & 43.4541662466 & 45.0677078083 & -0.731253015524 \\
COS & 29041 & 10.5533 & 1.88 & 7.26 & 0.3 & 11.96 & 0.167 & 0.0489 & 44.2320538248 & 45.5209711474 & 2.17418366114 & 43.6236662466 & 45.2795828083 & -0.519378015524 \\
COS & 25496 & 9.78958 & 1.8803 & 4.62 & 0.2 & 11.02 & 0.06 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 \\
EGS & 6741 & 10.9539 & 1.881 & 5.94 & 0.4 & 11.16 & 0.086 & 0.0916 & 43.7046404394 & 44.7010220912 & 1.35423460501 & 43.4448731089 & 45.0560913862 & -0.742869437611 \\
COS & 16776 & 10.4137 & 1.8818 & 4.62 & 0.4 & 11.61 & 0.164 & 0.0916 & 44.1546404394 & 45.1510220912 & 1.80423460501 & 43.5974231089 & 45.2467788862 & -0.552181937611 \\
UDS & 24018 & 10.4099331233 & 1.882 & 5.9400001 & 0.2 & 11.76 & 0.122 & 0.0194 & 43.6305466956 & 45.3342368546 & 1.98744936838 & 43.4197553298 & 45.0246941623 & -0.774266661519 \\
UDS & 26687 & 10.7965743332 & 1.882 & 6.5999999 & 0.1 & 11.73 & 0.291 & 0.0031 & 42.8041066595 & 45.3113965617 & 1.96460907546 & 43.1395921576 & 44.674490197 & -1.12447062682 \\
GDS & 14040 & 9.51 & 1.8827 & 3.96 & 0.2 & 10.3 & 0.013 & 0.0194 & 42.1705466956 & 43.8742368546 & 0.527449368377 & 42.9248153298 & 44.4060191623 & -1.39294166152 \\
GDS & 11123 & 9.88 & 1.8828 & 5.28 & 0.4 & 10.58 & 0.023 & 0.0916 & 43.1246404394 & 44.1210220912 & 0.774234605014 & 43.2482531089 & 44.8103163862 & -0.988644437611 \\
UDS & 23296 & 10.4048337166 & 1.884 & 5.2800002 & 0.2 & 11.48 & 0.171 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 \\
EGS & 29775 & 10.3614 & 1.884 & 6.6 & 0.2 & 11.26 & 0.1 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
EGS & 10327 & 10.5427 & 1.884 & 6.6 & 0.2 & 11.88 & 0.207 & 0.0194 & 43.7505466956 & 45.4542368546 & 2.10744936838 & 43.4604353298 & 45.0755441623 & -0.723416661519 \\
UDS & 6585 & 10.6928469193 & 1.884 & 4.6199999 & 0.1 & 10.73 & 0.04 & 0.0031 & 41.8041066595 & 44.3113965617 & 0.964609075465 & 42.8005921576 & 44.250740197 & -1.54822062682 \\
GDS & 25952 & 10.44 & 1.884 & 3.96 & 0.5 & 11.37 & 0.091 & 0.1475 & 44.121536986 & 44.8834393534 & 1.53665186713 & 43.5862010383 & 45.2327512978 & -0.566209525969 \\
EGS & 25066 & 10.1702 & 1.884 & 5.28 & 0.2 & 11.32 & 0.142 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 \\
EGS & 26729 & 10.1873 & 1.885 & 5.28 & 0.2 & 11.07 & 0.066 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 \\
EGS & 292 & 9.99672 & 1.885 & 3.96 & 0.2 & 11.83 & 0.136 & 0.0194 & 43.7005466956 & 45.4042368546 & 2.05744936838 & 43.4434853298 & 45.0543566623 & -0.744604161519 \\
GDS & 15586 & 10.85 & 1.885 & 5.94 & 0.2 & 10.88 & 0.057 & 0.0194 & 42.7505466956 & 44.4542368546 & 1.10744936838 & 43.1214353298 & 44.6517941623 & -1.14716666152 \\
COS & 17551 & 11.069 & 1.885 & 3.96 & 0.2 & 11.28 & 0.082 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
UDS & 8888 & 11.0453229788 & 1.886 & 4.6199999 & 0.28 & 11.16 & 0.105 & 0.041944 & 43.3654148104 & 44.7241358608 & 1.37734837454 & 43.3298756207 & 44.9123445259 & -0.886616297883 \\
UDS & 10262 & 10.717670503 & 1.886 & 3.5 & 0.2 & 11.21 & 0.107 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 \\
EGS & 22525 & 10.4807 & 1.886 & 5.28 & 0.4 & 11.34 & 0.055 & 0.0916 & 43.8846404394 & 44.8810220912 & 1.53423460501 & 43.5058931089 & 45.1323663862 & -0.666594437611 \\
EGS & 2883 & 10.0764 & 1.886 & 4.62 & 0.1 & 11.68 & 0.085 & 0.0031 & 42.7541066595 & 45.2613965617 & 1.91460907546 & 43.1226421576 & 44.653302697 & -1.14565812682 \\
UDS & 14552 & 9.92685670895 & 1.886 & 5.2800002 & 0.2 & 11.11 & 0.063 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
GDS & 20981 & 10.2 & 1.888 & 6.6 & 0.3 & 11.79 & 0.119 & 0.0489 & 44.0620538248 & 45.3509711474 & 2.00418366114 & 43.5660362466 & 45.2075453083 & -0.591415515524 \\
EGS & 27457 & 9.54861 & 1.888 & 4.62 & 0.2 & 11.49 & 0.055 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
EGS & 5694 & 10.2654 & 1.888 & 5.28 & 0.1 & 10.76 & 0.034 & 0.0031 & 41.8341066595 & 44.3413965617 & 0.994609075465 & 42.8107621576 & 44.263452697 & -1.53550812682 \\
EGS & 25836 & 10.1144 & 1.889 & 6.6 & 0.4 & 10.77 & 0.03 & 0.0916 & 43.3146404394 & 44.3110220912 & 0.964234605014 & 43.3126631089 & 44.8908288862 & -0.908131937611 \\
EGS & 20345 & 10.013 & 1.889 & 5.28 & 0.4 & 10.82 & 0.034 & 0.0916 & 43.3646404394 & 44.3610220912 & 1.01423460501 & 43.3296131089 & 44.9120163862 & -0.886944437611 \\
EGS & 27218 & 9.75522 & 1.889 & 4.62 & 0.2 & 10.95 & 0.049 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 \\
UDS & 8695 & 10.3222192947 & 1.889 & 6.5999999 & 0.3 & 11.64 & 0.082 & 0.0489 & 43.9120538248 & 45.2009711474 & 1.85418366114 & 43.5151862466 & 45.1439828083 & -0.654978015524 \\
GDS & 24826 & 10.72 & 1.889 & 5.28 & 0.1 & 11.55 & 0.248 & 0.0031 & 42.6241066595 & 45.1313965617 & 1.78460907546 & 43.0785721576 & 44.598215197 & -1.20074562682 \\
EGS & 12815 & 10.886 & 1.889 & 5.28 & 0.28 & 11.09 & 0.069 & 0.041944 & 43.2954148104 & 44.6541358608 & 1.30734837454 & 43.3061456207 & 44.8826820259 & -0.916278797883 \\
EGS & 27228 & 10.3582 & 1.889 & 5.28 & 0.8 & 12.23 & 0.802 & 0.3944 & 45.408681872 & 45.5949308322 & 2.24814334596 & 44.0225431546 & 45.7781789432 & -0.0207818805458 \\
EGS & 30458 & 10.4991 & 1.891 & 5.28 & 0.2 & 12.18 & 0.078 & 0.0194 & 44.0505466956 & 45.7542368546 & 2.40744936838 & 43.5621353298 & 45.2026691623 & -0.596291661519 \\
EGS & 23806 & 10.6792 & 1.893 & 5.28 & 0.3 & 11.62 & 0.076 & 0.0489 & 43.8920538248 & 45.1809711474 & 1.83418366114 & 43.5084062466 & 45.1355078083 & -0.663453015524 \\
EGS & 23152 & 10.866 & 1.894 & 4.62 & 0.3 & 11.64 & 0.065 & 0.0489 & 43.9120538248 & 45.2009711474 & 1.85418366114 & 43.5151862466 & 45.1439828083 & -0.654978015524 \\
UDS & 23630 & 10.7442929831 & 1.895 & 5.9400001 & 0.3 & 11.85 & 0.169 & 0.0489 & 44.1220538248 & 45.4109711474 & 2.06418366114 & 43.5863762466 & 45.2329703083 & -0.565990515524 \\
EGS & 24790 & 10.6288 & 1.895 & 5.28 & 0.22 & 10.71 & 0.036 & 0.024244 & 42.677349241 & 44.2820861962 & 0.935298709939 & 43.0966213927 & 44.6207767409 & -1.1781840829 \\
EGS & 5589 & 9.68358 & 1.896 & 5.28 & 0.2 & 10.79 & 0.034 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
EGS & 25521 & 10.6062 & 1.896 & 3.96 & 0.3 & 12.18 & 0.37 & 0.0489 & 44.4520538248 & 45.7409711474 & 2.39418366114 & 43.6982462466 & 45.3728078083 & -0.426153015524 \\
COS & 6880 & 10.2873 & 1.897 & 7.26 & 0.2 & 11.23 & 0.081 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
UDS & 14203 & 10.2504200023 & 1.897 & 5.9400001 & 0.2 & 11.14 & 0.084 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
GDS & 12526 & 10.27 & 1.897 & 5.28 & 0.1 & 10.99 & 0.151 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 \\
GDS & 19476 & 10.6 & 1.897 & 5.28 & 0.7 & 12.03 & 0.363 & 0.2989 & 45.0882708807 & 45.4585249328 & 2.11173744658 & 43.9139238286 & 45.6424047857 & -0.15655603808 \\
COS & 5937 & 9.99709 & 1.898 & 10.56 & 0.9 & 11.6 & 0.118 & 0.5031 & 44.884399283 & 44.8790139624 & 1.53222647621 & 43.8448113569 & 45.5560141962 & -0.242946627611 \\
EGS & 8376 & 10.3051 & 1.898 & 5.28 & 0.2 & 10.97 & 0.046 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 \\
COS & 17704 & 10.798 & 1.898 & 5.94 & 0.2 & 11.68 & 0.349 & 0.0194 & 43.5505466956 & 45.2542368546 & 1.90744936838 & 43.3926353298 & 44.9907941623 & -0.808166661519 \\
EGS & 6035 & 10.5733 & 1.899 & 5.28 & 0.2 & 11.28 & 0.117 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
EGS & 11922 & 10.4916 & 1.899 & 5.28 & 0.4 & 11.37 & 0.123 & 0.0916 & 43.9146404394 & 44.9110220912 & 1.56423460501 & 43.5160631089 & 45.1450788862 & -0.653881937611 \\
EGS & 956 & 9.7818 & 1.899 & 4.62 & 0.2 & 10.97 & 0.051 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 \\
COS & 9487 & 10.1171 & 1.9 & 5.94 & 0.3 & 11.8 & 0.189 & 0.0489 & 44.0720538248 & 45.3609711474 & 2.01418366114 & 43.5694262466 & 45.2117828083 & -0.587178015524 \\
